target_frame,is_block_boundary,L0_hard_relative_step_px,L0_temporal_iou,L0_angle_step_deg,F0R_hard_relative_step_px,F0R_temporal_iou,F0R_angle_step_deg,P0_hard_relative_step_px,P0_temporal_iou,P0_angle_step_deg
20,0,0.41229770508400715,0.9630885521528735,1.4231294448531457,1.757691938301149,0.9535781928918929,2.723668482631794,0.4915880540991243,0.9572244897959183,1.6373376633050896
21,1,0.5461125230667881,0.9719586309841134,0.18027188600680688,2.1398974485388447,0.939016393442623,0.6603076959905394,1.4734042880173035,0.9700942644715879,2.071996562240628
22,0,1.577719343675504,0.9256688760106881,3.429634399759422,4.355640858160715,0.9162418578306428,3.4653839400017716,0.9067026290064122,0.9065077319587629,7.033083706232318
23,0,0.9714801781887074,0.9645425418298327,1.5036000899869464,0.5075018318520598,0.965778918078994,0.8114119717335484,0.7865726811222834,0.9778886118038238,0.9523278083440374
24,0,0.7040211414220469,0.9263358240518821,1.5618640651118767,2.392677611515877,0.9415387901876313,1.4555009816187265,0.21640052960986222,0.9219586100186964,1.6450145787620443
25,0,1.2484259010477141,0.948080216956894,0.8958345170998285,1.7520825346211697,0.9378541139578804,1.4580534203155793,1.364929521500746,0.9572886730750173,0.3440685436270172
26,0,3.0852952313700306,0.8938860550326891,0.09746759479213551,3.2845972307293825,0.901228305373383,4.220221791552731,3.890876296102302,0.8732927155865025,1.581601943220278
27,0,1.02344780400911,0.9750675173196602,1.4625507086254856,1.3833361552967973,0.9672681008558871,2.9738024960737874,1.8489186266305644,0.9593243834816868,4.685630432722462
28,0,0.5164860752577919,0.9636923076923077,1.601652735266839,1.1478639941729536,0.9576625151883353,3.6534490495570253,0.7333219227725135,0.9650453183114867,0.1590690876957126
29,0,0.5198816938219641,0.9482778006821333,2.3509193290667127,1.6154924611263608,0.9617605979389227,0.11587797992207527,0.760306922454445,0.9461985800420992,6.160945916815663
30,0,2.0356079637602695,0.9502933687589948,3.0995405844846147,3.1542991976666737,0.9394947305478736,2.5872353758445144,1.4383183777642057,0.9577889804032945,3.6166689693114478
31,0,2.6686009493648055,0.7945925289003535,5.321052102481886,8.013690196382832,0.7914469830111306,4.91105475623695,5.068348623897847,0.7870350755076718,3.298538514329792
32,0,1.5632775845672393,0.906198504246419,4.151453829024447,2.1567844734581776,0.9250415017239177,2.8335827235867868,2.387802583284476,0.9156164383561644,4.289136686940495
33,1,2.742221273056222,0.9517139933486826,0.8380358208650165,2.7647444920586244,0.9534832658950472,0.09445903872095585,2.9233268239141843,0.9462941123106232,1.466012683993796
34,0,0.8712698286247299,0.9779793168694745,0.010226814652057215,1.6902869194674757,0.9689429135111055,1.3249621309882826,2.0792422533846673,0.9634675300873603,2.1335219238483205
35,0,0.6502107712250828,0.9849824192435346,0.6768844963065845,0.9542027518647983,0.9799328945670409,0.3999193586482619,0.6667288368413806,0.9792876440083222,0.10374973588194791
36,0,0.46753512935822716,0.9817806468525739,0.42533389676775357,0.4627662897379253,0.9743310366928377,0.2679688430574316,1.5632488397188193,0.9648426770836512,0.08754008355698772
37,0,0.21080581993757322,0.9792622198925436,0.585604385422613,0.543692015237939,0.9691127098321343,0.5433994787004792,1.6010695499005105,0.9685272977519498,0.12283465080685119
38,0,0.48580442912472244,0.9759659765264407,0.9339042867719769,0.3232950753027544,0.9688063934003609,0.32634046052876897,0.5078701764771092,0.9798849681330639,0.24713447136346645
39,0,0.46247882744410934,0.9745071834279987,0.13435078543363943,0.7025804485752921,0.967695667764123,1.076550604609423,0.09196708140812353,0.9696431354215366,0.2630748864362573
40,0,0.3876904427173292,0.9785375761679079,0.25852609221649914,0.8980628254190764,0.9714795008912656,1.0024273919246127,1.2594700524047173,0.9640956190356209,0.746682880503414
41,0,0.867605510992045,0.9694120852919136,1.078026498509928,1.2794809568037608,0.950772772114436,1.795415077963355,0.6730846307870846,0.9695386184042825,1.7652184920515452
42,0,0.5292294997145182,0.9552795031055901,1.8643389136775994,1.5312430610834582,0.9592066115702479,1.9820957649977515,2.496347713063755,0.9263444302176697,1.3142270202432798
43,0,2.271554384878172,0.9153981059277446,5.24058407512122,0.7453633053692089,0.9315594387079693,3.530488744975969,1.2262615774184924,0.9166915894061742,4.9520870580365965
44,0,4.0604523089454565,0.8249211356466877,7.316727084838178,1.8157462305648133,0.792209952102182,0.6346850719833981,1.9915378222151967,0.8067517635203225,0.07521974967029621
45,1,1.2560389937017697,0.9648158549305945,1.4254098400342485,1.0741216627862635,0.9458133698380105,1.7303377058950673,1.282115333766593,0.9567405586077068,7.0299912737925325
46,0,0.7916828377095698,0.9773152385879731,1.7402284574186382,1.0798791414553466,0.9754359072619275,1.513282864040761,1.3772723730846943,0.972852246909777,1.2333524967681484
47,0,0.6575071540163503,0.9768278698248251,2.0181681146313224,1.9064122625414646,0.9615545978107479,3.3862223087513,1.2509877884893723,0.9671805072103431,3.300622488483711
48,0,1.0029961356038957,0.9670910871694417,1.5667918964747685,1.1875786108618434,0.9583238008083581,5.05687520803653,1.3980603824231514,0.9623030256782021,1.3656920674158926
49,0,1.845035337077161,0.9565486554459276,6.304659941603347,2.5765736078430588,0.9430146360007603,7.35727018615151,1.592015571917889,0.9605703422053232,6.916444409379736
50,0,2.3115380095490234,0.8242677824267782,2.475625099584846,4.658359285454199,0.8325556413441203,6.463684831791127,4.233453880408381,0.8083330573311694,4.132580662125818
51,0,0.7389199139638909,0.9030997119736661,0.5473012049393873,3.091858040696619,0.9028288681272176,0.11856759902197211,2.936714089488958,0.898878997692054,2.484405961616204
52,0,2.2634418076820477,0.9184477691691156,0.3493809386660871,1.607801053269977,0.9204390445071853,1.967961194292542,1.4766010728064005,0.9235518965010291,2.5447259224005165
53,0,2.073801718402562,0.9405683917171652,0.2313539036370429,2.190060616732367,0.937367466732229,1.0525885466635572,1.7379670320301637,0.9385876418663304,1.0494822208893169
54,0,0.9583094019011141,0.9596903192782648,0.02713887668508619,0.5901119189628881,0.9582975328341721,1.7374147349487288,1.681880449751167,0.9555803019054689,0.3873758700419785
55,0,1.064502947213522,0.9731066164741913,1.3453539137983626,1.4921903754124028,0.9786481286077835,0.6112649599058102,1.1686970980507523,0.9740493001362567,1.6162286209737573
56,0,0.3337310125534778,0.9763522092432707,1.703048576516636,1.3512480364225852,0.9663452736925612,0.8190407029363485,1.1845549015972083,0.9683832114545566,2.430176707709464
57,1,1.2210427608083156,0.9779108108973333,0.00831000670362414,0.28414607792004065,0.9649870604353783,0.3446180354954578,1.0716976590402745,0.9690414949332177,0.899456350613363
58,0,0.4850250065994926,0.9819193324061196,0.31746370516984257,0.12636452749716517,0.9887014442231076,0.053694236574500565,0.19070972468048544,0.9782758620689656,0.11259852874039211
59,0,1.1904847015474014,0.9754135582225105,1.2879955053677037,1.3063807907421894,0.9788430058374772,0.21030069638658233,0.9361644811867484,0.9696426363299122,1.0313500373312792
60,0,0.21607207339259638,0.9700235109717869,1.8252798531235186,1.6845400256673249,0.9616000986193294,3.3732771425519985,0.6680595961925158,0.9646461519410563,2.67301273950973
61,0,0.587491072932806,0.9771426692100244,0.06613192443047922,0.6710845097015842,0.9727738229049582,0.12458435300943904,0.1423791834439439,0.9747031328954017,0.23337754956232004
62,0,2.0295470965771654,0.9699199377653884,1.6631764311026274,0.9157750810159766,0.9670248695118207,1.8347063502587275,0.39863142907757604,0.9770017035775128,0.47716081471590144
63,0,0.032763668049242446,0.9670834806647594,0.5643096408495438,0.6273337996277283,0.9746087169591718,0.2966454358057433,1.2557204359142093,0.9601121844811468,0.864022821092064
64,0,0.8433059816988493,0.9662994377823275,1.0368877709912283,1.0676743017160617,0.9817493326711776,0.024986979139058008,0.6292530955062086,0.9710358678256503,0.2664422654423504
65,0,0.8051231209885477,0.9701707333028063,1.0488009474126585,0.9994812456474109,0.9769004489859111,0.1647364399438942,1.0543254864842955,0.9737590203367592,0.02818091256771993
66,0,0.06567896505133626,0.9758471521268925,0.24167986256085783,1.0822745716200384,0.974030364496896,0.8702383578511217,0.46194432061789537,0.9771298063385789,0.05807517224576486
67,0,0.6625816432194083,0.969880310403788,0.3420845120302829,0.60770720301455,0.9675527152604119,0.6888398541835272,0.11372957924135417,0.9780164245104233,1.0665876493622335
68,0,2.7398624304020585,0.947007871422455,4.1924508811096075,3.750296941566936,0.9387333854573886,3.172030384140186,2.7607992873969645,0.9581237941613688,2.546686083933224
69,1,0.32662509381562704,0.9688153898076274,0.6010937277251855,0.838157758307117,0.9682380040878564,0.25018099973331687,1.2052006092656906,0.9747942552848152,0.8190978029913936
70,0,1.67380518684012,0.9715599742991444,1.6430841961046383,0.9978595669016589,0.9724539282250243,1.3512125168130922,1.3173582408943982,0.9715367583352053,0.44404218163074916
71,0,0.3564388113408543,0.979796270601374,0.031914415429795895,0.08319330852236634,0.9845696946219898,0.45038347096352993,0.48579867852345004,0.9807889016749777,1.2130191644570232
72,0,0.5910280734865281,0.975916510569976,0.7551454414522283,1.588269565856647,0.9711676618027395,1.8405606282860134,0.4126819455927461,0.9845771461347269,0.932323571588995
73,0,0.5992098992580314,0.9713240186294079,0.526143801070674,2.313115924081968,0.9662036011518623,0.597299150422046,0.3876805235378166,0.9758671749472292,0.8119754852714749
74,0,0.3258247529169874,0.9807718120805369,0.3525585560590514,0.5880906449814027,0.9791732808432282,0.46828900906797344,1.27601364009629,0.9738342943093508,0.15988612452015616
75,0,0.4916695347859168,0.9694067571162543,1.1611677477902447,0.6220806552865581,0.9705287123703517,0.1170361246088163,0.47949494858824326,0.97369907727073,1.64018295048092
76,0,0.4889338948558465,0.9598425722099927,0.4204688533376668,0.7805005631878034,0.9609226680167068,0.8157079038514041,0.7841442669809279,0.9635782347041123,1.7091389962477734
77,0,0.5515224607171773,0.9617048388719359,0.9147297914551871,0.6661677283868236,0.975609756097561,0.07187551624322452,1.0241477091167406,0.9675384081516767,0.31499927064437827
78,0,0.24943425291632934,0.96292731496847,1.1265628845378757,1.5769226929294688,0.9638596048229279,0.43853933578935766,1.0557746375263513,0.9574360911723965,1.053854759255799
79,0,1.6946888192472984,0.9679329057720769,0.6328415435913826,0.8344282420989992,0.9801141769743101,0.03754455060978046,2.153298886499682,0.9658022945151657,1.1043146809402344
80,0,4.1411631634620125,0.9461858974358974,1.8718053559077106,3.202090503794626,0.9556976045061865,2.7522569865520268,3.053253530265396,0.9624642368453787,0.7508403005097932
