frame,is_boundary,support_area,object_luma_median,brown_shell_luma_median,brown_shell_luma_p25,brown_shell_fraction,cool_spot_fraction,background_luma_median,brown_to_background_ratio,temporal_luma_l1
0,0,29406,39.196800231933594,39.2650032043457,34.2650032043457,0.8467999727946678,0.05043188464939128,85.62579345703125,0.4585651457309723,0.0
1,0,29517,39.6942024230957,39.76759719848633,34.97500228881836,0.8455805129247552,0.0527153843547786,85.65899658203125,0.464254766702652,3.446434259414673
2,0,29735,39.97500228881836,40.06039810180664,34.97500228881836,0.8428451319993274,0.05512022868673281,85.57360076904297,0.4681396782398224,3.601356267929077
3,0,29711,40.26499938964844,40.26499938964844,35.2650032043457,0.8448386119618997,0.053953081350341624,85.62579345703125,0.47024381160736084,5.027964115142822
4,0,29760,40.060997009277344,40.19679641723633,35.2650032043457,0.8480174731182796,0.05050403225806452,85.57759857177734,0.46971166133880615,6.204710960388184
5,0,29894,40.69419860839844,40.767601013183594,35.34239959716797,0.8470930621529403,0.056499632033183915,85.51459503173828,0.47673267126083374,4.243561267852783
6,0,29945,40.69419860839844,40.767601013183594,35.2650032043457,0.8443813658373686,0.05343129069961596,85.48820495605469,0.4768798351287842,2.276489496231079
7,0,30058,42.76759719848633,42.76759719848633,37.69419860839844,0.847162153170537,0.055958480271475146,85.37020111083984,0.5009663105010986,5.327788829803467
8,0,30130,49.91600036621094,49.34239959716797,41.83060073852539,0.8524726186525058,0.05877862595419847,85.33580017089844,0.5782145261764526,12.564812660217285
9,1,30088,49.35040283203125,49.196800231933594,40.91600036621094,0.8515022600372242,0.05610210050518479,85.77019500732422,0.5735885500907898,4.578596591949463
10,0,30235,45.92399597167969,45.71659851074219,36.20600128173828,0.8409789978501736,0.059566727302794775,85.77019500732422,0.5330126285552979,6.997169494628906
11,0,30253,43.57219696044922,43.42660140991211,35.20600128173828,0.839288665586884,0.059994050176841965,85.77019500732422,0.5063134431838989,2.9351236820220947
12,0,30293,41.648399353027344,41.648399353027344,33.350399017333984,0.839764962202489,0.05819826362525996,85.77019500732422,0.48558124899864197,2.638906478881836
13,0,30310,41.350399017333984,41.28219985961914,33.350399017333984,0.8431210821511053,0.059518310788518644,85.4802017211914,0.4829445779323578,2.999069929122925
14,0,30277,41.34120178222656,41.28219985961914,32.85300064086914,0.8419262146183571,0.061994253063381445,85.46299743652344,0.48304179310798645,2.5469491481781006
15,0,30273,40.91600036621094,40.852996826171875,32.350399017333984,0.8421035245928715,0.06170514980345523,85.40279388427734,0.4783566892147064,3.1446492671966553
16,0,30276,39.852996826171875,39.77960205078125,31.572200775146484,0.8394768133174791,0.06209538908706566,85.33580017089844,0.46615374088287354,4.276019096374512
17,0,30288,38.350399017333984,38.350399017333984,30.39120101928711,0.8352812995245642,0.06408478605388272,85.33580017089844,0.4494057595729828,2.9700212478637695
18,0,30323,36.350399017333984,36.350399017333984,29.350399017333984,0.8350097285888599,0.06252679484219899,85.1741943359375,0.4267771542072296,4.009577751159668
19,0,30213,36.06039810180664,36.06039810180664,29.060400009155273,0.8309999007049945,0.06712342369178831,84.97760009765625,0.4243518114089966,3.356457233428955
20,0,29942,34.35040283203125,34.35040283203125,28.350399017333984,0.8226905350343998,0.07093714514728475,84.97760009765625,0.40422892570495605,3.341431140899658
21,1,29960,35.28219985961914,35.28219985961914,29.28219985961914,0.8202937249666221,0.06889185580774365,84.97760009765625,0.4151941239833832,4.530808925628662
22,0,29951,38.28219985961914,36.71659851074219,32.219200134277344,0.7933958799372308,0.09041434342759841,84.83319854736328,0.43280932307243347,5.693780899047852
23,0,30038,38.71659851074219,36.85300064086914,32.14580154418945,0.7641320993408349,0.1046674212663959,84.88999938964844,0.43412652611732483,7.2035698890686035
24,0,30635,39.14579772949219,38.22319793701172,32.36759948730469,0.7535498612697895,0.09897176432185409,84.82119750976562,0.45063260197639465,9.89171314239502
25,0,30736,39.802001953125,39.219200134277344,33.219200134277344,0.780192608016658,0.06903956272774596,84.62580108642578,0.4634425938129425,9.063639640808105
26,0,28231,40.733802795410156,39.93720245361328,33.572200775146484,0.8390776097198116,0.06545995536821225,84.2583999633789,0.47398480772972107,5.8512749671936035
27,0,28373,41.648399353027344,40.852996826171875,34.512001037597656,0.8468262080146618,0.06721178585274733,84.12199401855469,0.48563989996910095,4.996740341186523
28,0,28226,43.06159973144531,41.99860382080078,35.28219985961914,0.8557712747112591,0.06660525756394814,83.84639739990234,0.5008993148803711,7.455237865447998
29,0,27997,41.223201751708984,40.648399353027344,34.87820053100586,0.8694502982462406,0.07261492302746723,83.83319854736328,0.48487234115600586,8.149346351623535
30,0,28007,38.14579772949219,36.85300064086914,33.36759948730469,0.866426250580212,0.06391259328025137,83.77019500732422,0.4399297535419464,12.317882537841797
31,0,31563,34.14579772949219,34.71660232543945,31.22319984436035,0.7469822260241422,0.05801096220257897,83.92660522460938,0.4136543273925781,11.268487930297852
32,0,33057,31.65760040283203,32.71659851074219,28.14299964904785,0.7137671295035847,0.05626644886105817,83.83319854736328,0.390258252620697,7.966498374938965
33,1,33515,42.16819763183594,42.802001953125,36.54759979248047,0.7256153960913024,0.05484111591824556,83.27839660644531,0.5139628648757935,13.329652786254883
34,0,33562,46.71659851074219,46.512001037597656,36.572200775146484,0.6619688933913355,0.06182587450092367,82.97760009765625,0.560536801815033,5.706913471221924
35,0,33569,48.37560272216797,47.606597900390625,35.801998138427734,0.604605439542435,0.0932705770204653,82.97760009765625,0.5737283229827881,4.342250823974609
36,0,33460,49.14579772949219,47.75499725341797,35.878204345703125,0.5833532576210401,0.10681410639569636,82.44500732421875,0.5792345404624939,4.275167942047119
37,0,33388,49.81399917602539,49.60660171508789,39.35040283203125,0.6577213370073081,0.08050796693422786,82.64820098876953,0.6002139449119568,5.924838542938232
38,0,33132,50.890201568603516,50.40199661254883,39.817599296569824,0.6478932753833152,0.08855487142339732,82.64820098876953,0.6098377704620361,3.763326406478882
39,0,32923,52.89939880371094,51.54640197753906,41.20600128173828,0.6400692524982535,0.09437171582176594,82.55120086669922,0.6244173645973206,4.290829181671143
40,0,32902,53.87820053100586,52.802001953125,41.3966007232666,0.6221810224302474,0.10023706765546167,82.50379943847656,0.6399948000907898,3.4200010299682617
41,0,32806,52.890201568603516,51.16819763183594,42.99859619140625,0.6539962202036212,0.10946168383832226,81.85420227050781,0.6251139044761658,5.576109886169434
42,0,32262,50.87820053100586,50.1682014465332,43.52400207519531,0.6586076498667163,0.1172586944392784,81.80459594726562,0.6132687330245972,5.9071855545043945
43,0,31559,50.09479904174805,49.1682014465332,43.73379898071289,0.6933679774390824,0.12430685382933553,81.77020263671875,0.6012973189353943,8.733314514160156
44,0,26999,48.30459976196289,47.023799896240234,41.79280090332031,0.7559539242194155,0.14907959554057557,80.83319854736328,0.5817387104034424,6.311687469482422
45,1,27894,54.61199951171875,50.1682014465332,45.20600128173828,0.604932960493296,0.24116297411629742,80.97760009765625,0.6195318102836609,9.255634307861328
46,0,28301,58.38479995727539,53.648399353027344,45.47570037841797,0.5458464365216776,0.30147344616797994,80.97760009765625,0.6625091433525085,5.281987190246582
47,0,28343,61.06899642944336,54.09479904174805,45.70859909057617,0.5176939632360724,0.3519034682284867,80.97760009765625,0.6680217385292053,5.565801620483398
48,0,28446,64.82839965820312,54.512596130371094,44.023799896240234,0.49757435140265766,0.3802995148702805,80.97760009765625,0.6731811761856079,5.924923419952393
49,0,28163,67.54640197753906,52.57219696044922,42.402000427246094,0.46550438518623727,0.38653552533465896,80.97760009765625,0.6492189764976501,7.386838436126709
50,0,31717,67.47299194335938,52.87820053100586,41.645599365234375,0.43922817416527415,0.3683513573162657,81.62459564208984,0.6478219032287598,9.887518882751465
51,0,31410,65.2656021118164,48.73379898071289,35.83639907836914,0.38153454313912766,0.4010506208213945,81.77020263671875,0.5959848165512085,8.869778633117676
52,0,32548,63.33899688720703,48.21919631958008,34.794002532958984,0.3646614231289173,0.40192945803121544,81.7208023071289,0.5900480151176453,10.955071449279785
53,0,33350,57.71659851074219,46.59659957885742,34.802001953125,0.3812893553223388,0.3442278860569715,81.82119750976562,0.5694929957389832,11.162863731384277
54,0,33754,55.043800354003906,47.64699935913086,36.38479995727539,0.4230017183148664,0.31581442199443027,81.77020263671875,0.5826939344406128,5.6136555671691895
55,0,34150,52.95840072631836,47.46099853515625,36.65760040283203,0.4344363103953148,0.3084333821376281,81.84639739990234,0.5798788666725159,4.465501308441162
56,0,34323,49.766597747802734,45.20600128173828,36.30459976196289,0.4475133292544358,0.2937680272703435,81.77020263671875,0.5528419613838196,5.237135410308838
57,1,34505,54.36759948730469,46.512001037597656,35.6476993560791,0.3837125054339951,0.3440950586871468,81.84639739990234,0.5682840347290039,6.636572360992432
58,0,34580,56.32059860229492,46.18020248413086,35.16020202636719,0.35442452284557546,0.37955465587044535,81.91459655761719,0.5637603402137756,4.311710834503174
59,0,34619,56.98360061645508,46.16019821166992,35.60660171508789,0.34463733787804385,0.3964585921026026,81.91459655761719,0.5635161399841309,4.718868732452393
60,0,34336,56.32460021972656,46.219200134277344,36.30459976196289,0.3469536346691519,0.39395969245107176,81.68479919433594,0.5658237338066101,6.886781692504883
61,0,33897,54.73040008544922,45.801998138427734,35.60660171508789,0.35165353866123844,0.3750774404814585,82.51459503173828,0.5550775527954102,5.78329610824585
62,0,33914,56.822998046875,44.38479995727539,34.670799255371094,0.3329008668986259,0.4026065931473728,82.85419464111328,0.5356976985931396,5.4386186599731445
63,0,34489,59.472999572753906,43.648399353027344,34.670799255371094,0.313520252834237,0.43370349966656035,82.97760009765625,0.5260263085365295,7.658644676208496
64,0,34541,68.06780242919922,43.85300064086914,34.95280075073242,0.25821487507599666,0.503517558843114,82.97760009765625,0.5284920334815979,9.945176124572754
65,0,34494,67.34980010986328,43.998600006103516,34.96200180053711,0.2641039021279063,0.502290253377399,83.318603515625,0.5280765295028687,4.093945503234863
66,0,34597,58.63180160522461,46.074798583984375,36.21590042114258,0.32176200248576464,0.40994883949475386,83.40280151367188,0.5524370670318604,7.312159538269043
67,0,34578,39.71660232543945,39.648399353027344,35.36600112915039,0.603505118861704,0.13135519694603506,83.48019409179688,0.47494378685951233,18.084896087646484
68,0,34532,35.074798583984375,35.28219985961914,33.22319793701172,0.6629503069616588,0.07445268157071702,83.40280151367188,0.423033744096756,6.400709629058838
69,1,34373,41.99860382080078,40.85419845581055,33.64959716796875,0.4846536525761499,0.1699007942280278,83.83319854736328,0.4873272180557251,7.102571964263916
70,0,34374,46.51139831542969,40.52640151977539,32.450199127197266,0.3745854424855996,0.31267818700180366,83.97760009765625,0.4825858473777771,7.5925374031066895
71,0,34228,47.51320266723633,40.95280075073242,32.450199127197266,0.3579233376183242,0.3341708542713568,84.08820343017578,0.48702195286750793,3.0338456630706787
72,0,34251,47.99859619140625,40.96739959716797,32.733402252197266,0.3412455110799685,0.3403404280167002,84.12199401855469,0.48699986934661865,2.567538022994995
73,0,34253,46.878196716308594,41.08399963378906,32.93159866333008,0.36239161533296355,0.31944647184188246,84.34379577636719,0.48710161447525024,3.345919132232666
74,0,34245,43.958396911621094,40.649600982666016,32.733802795410156,0.389983939261206,0.2689151700978245,84.4802017211914,0.4811730980873108,4.021690845489502
75,0,34310,42.85300064086914,40.22039794921875,32.65760040283203,0.4210434275721364,0.23949285922471583,84.4802017211914,0.4760925769805908,4.074105739593506
76,0,34364,41.93159866333008,39.60660171508789,32.80679988861084,0.424048422768013,0.22750552904202073,84.33580017089844,0.46962976455688477,5.724643230438232
77,0,34367,42.365997314453125,39.65760040283203,33.16819763183594,0.43684348357435915,0.22774754852038293,84.48819732666016,0.4693862795829773,4.697182655334473
78,0,34203,42.733802795410156,40.01580047607422,33.489601135253906,0.43961056047715114,0.22302137239423442,84.53919982910156,0.4733401834964752,4.123193264007568
79,0,34215,43.074798583984375,40.67080307006836,33.670799255371094,0.445681718544498,0.21546105509279556,84.51460266113281,0.4812281131744385,5.529172897338867
