frame,is_boundary,L0_brown_luma,L0_brown_fraction,L0_cool_fraction,L0_object_luma,L0_temporal_l1,L0_diff_offset_x,L0_diff_offset_y,L0_diff_offset_step,L0_diff_offset_x_accel,L0_brown_offset_x,L0_brown_offset_y,L0_brown_offset_step,L0_brown_offset_x_accel,965a_brown_luma,965a_brown_fraction,965a_cool_fraction,965a_object_luma,965a_temporal_l1,965a_diff_offset_x,965a_diff_offset_y,965a_diff_offset_step,965a_diff_offset_x_accel,965a_brown_offset_x,965a_brown_offset_y,965a_brown_offset_step,965a_brown_offset_x_accel,M1_brown_luma,M1_brown_fraction,M1_cool_fraction,M1_object_luma,M1_temporal_l1,M1_diff_offset_x,M1_diff_offset_y,M1_diff_offset_step,M1_diff_offset_x_accel,M1_brown_offset_x,M1_brown_offset_y,M1_brown_offset_step,M1_brown_offset_x_accel,M1-L0_roi_mae,M1-L0_full_mae,M1-L0_full_psnr,M1-L0_delta_offset_x,M1-L0_delta_offset_y,M1-L0_delta_offset_step,M1-965a_roi_mae,M1-965a_full_mae,M1-965a_full_psnr,M1-965a_delta_offset_x,M1-965a_delta_offset_y,M1-965a_delta_offset_step,L0-965a_roi_mae,L0-965a_full_mae,L0-965a_full_psnr,L0-965a_delta_offset_x,L0-965a_delta_offset_y,L0-965a_delta_offset_step
10,0,45.71659851074219,0.8409789978501736,0.059566727302794775,45.92399597167969,0.03001590259373188,7.177647293992436,6.164442558217047,1.0858679816587031,1.0867425935703636,-0.090563556589359,1.1666558828895859,0.5945228151549136,0.14528174859412957,45.71659851074219,0.8409789978501736,0.059566727302794775,45.92399597167969,0.03001590259373188,7.177647293992436,6.164442558217047,1.0858679816587031,1.0867425935703636,-0.090563556589359,1.1666558828895859,0.5945228151549136,0.14528174859412957,43.57219696044922,0.8421035224078055,0.06059202910534149,43.71659851074219,0.03107753023505211,6.991957987713704,6.077185320270871,1.1120553133488982,1.1564208259385964,-0.0294021204149999,1.120031263906867,0.8468185216075023,0.5027440816412536,2.5514750480651855,1.5698168277740479,40.484793226871986,0.16604441654209268,-18.72704950251233,1.9932264273664746,2.5514750480651855,1.5698286294937134,40.48477364225536,0.16604441654209268,-18.72704950251233,1.9932264273664746,0.0,4.006410381407477e-05,89.09294932664629,0.3190952796352917,2.651311687188297,0.12817526138497187
11,0,43.42660140991211,0.839288665586884,0.059994050176841965,43.57219696044922,0.018447963520884514,7.325294148303385,4.950914677257742,1.2224767938302548,0.6562666759334093,0.4038087054503876,1.0972082589713068,0.49922630734186135,0.08408039274723933,43.42660140991211,0.839288665586884,0.059994050176841965,43.57219696044922,0.018447963520884514,7.325294148303385,4.950914677257742,1.2224767938302548,0.6562666759334093,0.4038087054503876,1.0972082589713068,0.49922630734186135,0.08408039274723933,42.282203674316406,0.839982811621988,0.059498231580339137,42.42660140991211,0.018153594806790352,7.124610316286635,5.030493731666411,1.055063942105477,0.6269197719358885,0.32003797412119184,0.9575940485170236,0.3853494889228076,0.4381680017131089,2.4145193099975586,1.530297875404358,40.80262653980814,-0.6663412140787841,-12.364846625293069,6.416423559036697,2.4145193099975586,1.5303329229354858,40.802586312221095,-0.6663412140787841,-12.364846625293069,6.416423559036697,0.0,3.5056091292062774e-05,91.13414923207685,0.2844160756338283,2.6282800456093582,0.04163056213884004
12,0,41.648399353027344,0.839764962202489,0.05819826362525996,41.648399353027344,0.012242278084158897,6.765259553367059,5.546968422884049,0.8178745718022078,0.7076814492472749,0.6691961368371153,0.6093825335710221,0.5553417210154115,0.2289848306530189,41.648399353027344,0.839764962202489,0.05819826362525996,41.648399353027344,0.012242278084158897,6.765259553367059,5.546968422884049,0.8178745718022078,0.7076814492472749,0.6691961368371153,0.6093825335710221,0.5553417210154115,0.2289848306530189,40.69419860839844,0.84045819166144,0.0576700887993926,40.71659851074219,0.0118590472266078,6.483129749439854,5.445033921738627,0.7637675607324367,0.7741328954197115,0.48359471071483995,0.3500562494693895,0.6291684856672395,0.18588335794254363,2.313615560531616,1.5151422023773193,40.87193511299311,-3.259459103559209,-14.77892170550183,3.542882848984475,2.313615560531616,1.5151772499084473,40.871877888490516,-3.259459103559209,-14.77892170550183,3.542882848984475,0.0,4.5072116336086765e-05,88.58142414598987,0.22618291337153096,2.5379319502929434,0.10748897391998417
13,0,41.28219985961914,0.8431210821511053,0.059518310788518644,41.350399017333984,0.017780860885977745,7.524141288637395,4.429036842845619,1.3511744912386916,1.3189163302066618,-0.14149007038020045,0.7250730985533664,0.8188995258261729,1.0760736386040435,41.28219985961914,0.8431210821511053,0.059518310788518644,41.350399017333984,0.017780860885977745,7.524141288637395,4.429036842845619,1.3511744912386916,1.3189163302066618,-0.14149007038020045,0.7250730985533664,0.8188995258261729,1.0760736386040435,40.290199279785156,0.8414054767403497,0.05925437149455625,40.426597595214844,0.017668182030320168,7.261572885659746,4.374608134000539,1.3235501816639093,1.4199237030666723,0.03498625576565928,0.5597976558470918,0.4952181371892467,0.6121651915428288,2.338695526123047,1.566985011100769,40.68968182456711,1.4988665515483035,-18.63682509644525,6.125771919840558,2.338695526123047,1.5670057535171509,40.6896351640117,1.4988665515483035,-18.63682509644525,6.125771919840558,0.0,0.0014815370086580515,73.68730868762113,0.2311718827012328,2.5963935836076075,0.05867412023022547
14,0,41.28219985961914,0.8419262146183571,0.061994253063381445,41.34120178222656,0.015329422429203987,7.318659111820125,3.592639416200768,0.8612685877748546,0.964363912087606,-0.17790554795863045,0.7417134330914905,0.04003732934157601,0.7742707296388858,41.28219985961914,0.8419262146183571,0.061994253063381445,41.34120178222656,0.015329422429203987,7.318659111820125,3.592639416200768,0.8612685877748546,0.964363912087606,-0.17790554795863045,0.7417134330914905,0.04003732934157601,0.7742707296388858,40.28219985961914,0.8405390230207749,0.06202728143475245,40.350399017333984,0.015159400179982185,7.198055057315287,3.5684753661441277,0.8086312842881078,0.8419609645643504,-0.2145611004747252,0.6111003588417248,0.2547662660972227,0.19906109870879618,2.282073497772217,1.553523302078247,40.83542421864826,3.082909656834488,-15.094826502009767,3.8800704378126483,2.282073497772217,1.5537469387054443,40.835110776914846,3.082909656834488,-15.094826502009767,3.8800704378126483,0.0,0.000961538462433964,76.59078267858104,0.34426235133327054,2.973223437925242,0.3934338485698242
15,0,40.852996826171875,0.8421035245928715,0.06170514980345523,40.91600036621094,0.015354827046394348,6.795498745107807,5.566861623955731,2.042363849780799,0.31767818989504804,0.1592377825994049,0.7164274414160445,0.3380902345746996,0.37355880813646536,40.852996826171875,0.8421035245928715,0.06170514980345523,40.91600036621094,0.015354827046394348,6.795498745107807,5.566861623955731,2.042363849780799,0.31767818989504804,0.1592377825994049,0.7164274414160445,0.3380902345746996,0.37355880813646536,39.77960205078125,0.8406170514980346,0.06044990585670399,39.852996826171875,0.01590142771601677,6.690517794347045,5.486660094906938,1.9841942261180356,0.4440194346237831,0.2645759184096619,0.6502376352149213,0.48073278364110916,0.7286843751247716,2.2543859481811523,1.5674787759780884,40.79464005446355,0.8766385413594548,-11.832823508060017,3.93805735960214,2.2543859481811523,1.567463755607605,40.794761665012096,0.8766385413594548,-11.832823508060017,3.93805735960214,0.0,0.0009698851499706507,76.45067590005522,0.413837388612194,3.1947267992938464,0.23217326484751474
16,0,39.77960205078125,0.8394768133174791,0.06209538908706566,39.852996826171875,0.019658004865050316,6.939064862365626,3.9538500715373743,1.619388001147212,0.6667264839701375,0.9440278313231261,0.6818369402859616,0.7855519864045988,0.4476467181656858,39.77960205078125,0.8394768133174791,0.06209538908706566,39.852996826171875,0.019658004865050316,6.939064862365626,3.9538500715373743,1.619388001147212,0.6667264839701375,0.9440278313231261,0.6818369402859616,0.7855519864045988,0.4476467181656858,38.71659851074219,0.8374289866560972,0.06113753468093539,38.779598236083984,0.019795048981904984,6.859771754190547,3.985871336585319,1.5103025524798839,0.6767912228117439,1.082560716801595,0.4725166812943371,0.8370686159824258,0.33884777950754597,2.2272989749908447,1.5844517946243286,40.74453821348716,0.47569246119542186,-11.773521411962577,0.4053079049321061,2.2272989749908447,1.5844818353652954,40.744490581793265,0.47569246119542186,-11.773521411962577,0.4053079049321061,0.0,5.008012885809876e-05,88.12384927543704,0.4256407129360582,3.2368693229390146,0.04376426355233101
17,0,38.350399017333984,0.8352812995245642,0.06408478605388272,38.350399017333984,0.015348159708082676,6.7195605431835475,3.751234124144844,0.29872289546896225,0.363070436439898,1.1096273185764858,0.7953976642232874,0.20079648453034518,0.6191905614703614,38.350399017333984,0.8348520866349709,0.06411780243000528,38.42660140991211,0.015131800435483456,6.758400689254017,3.739947367114496,0.2799891255129788,0.3242302903694281,1.1391375069666196,0.823084605287022,0.24087068812531143,0.5896803730802276,36.350399017333984,0.832838087691495,0.06312731114632858,36.350399017333984,0.015347606502473354,6.702666515238718,3.548265788630488,0.46495233272558095,0.3263591987953305,1.2234956703576358,0.5827561058127912,0.17892845456216114,0.6770498448358921,2.30104660987854,1.5790739059448242,40.71310927134532,1.2291993534238372,-16.314674294154372,4.603242567590217,2.33193302154541,1.5844684839248657,40.68564362333754,0.8909883394907752,-15.968631536508553,4.215616161796193,0.6705557703971863,0.12323301285505295,52.180743505208355,-1.6986664373173426,-16.580832661430065,19.931231592901728
18,0,36.350399017333984,0.8350097285888599,0.06252679484219899,36.350399017333984,0.020123295485973358,6.05546243802911,6.11775954224197,2.4579399601636918,0.44459378597235855,0.7978754785510205,0.5829610391932647,0.37725128152653076,0.477351327278825,36.350399017333984,0.8352735547274346,0.06229594697094615,36.350399017333984,0.020243072882294655,6.060326754937989,6.106367265663607,2.4672353665632802,0.5174097612044193,0.7639319614869464,0.5482085172907318,0.46511940951850567,0.5703152211231668,35.350399017333984,0.8352405764601127,0.06325231672327936,35.426597595214844,0.02008800394833088,5.999317621654541,5.917451980122564,2.4713848093857855,0.5462436546323488,0.779120438156724,0.3621077753061286,0.49614013418488095,0.5853101857569527,2.286432981491089,1.5830169916152954,40.70170333952432,-0.9221774660781534,-10.858785400539432,5.864737491052891,2.281219482421875,1.5826071500778198,40.70753543412739,-0.9530455732668202,-10.581861443647028,5.6936590260347915,0.3348521590232849,0.05732254683971405,56.07422051116946,5.795551530833848,-43.18774775085615,27.642200229541956
19,0,36.06039810180664,0.8309999007049945,0.06712342369178831,36.06039810180664,0.017671439796686172,6.126147009136616,6.53490342619034,0.4230902132030274,0.7347826762619434,0.857012497268272,0.7381801532857821,0.16610286078942318,0.3708888587427168,35.91600036621094,0.8306689173534572,0.06718962036209579,36.06039810180664,0.017626969143748283,6.116196332421964,6.486457283465029,0.3841742200103007,0.7539435118000029,0.8817867862214257,0.7728379443313429,0.25366935015052183,0.4930603702141525,34.91600036621094,0.8308675073643795,0.0675206037136332,35.04600143432617,0.017633924260735512,6.047624892627027,6.3205245564384995,0.4059570102939161,0.751656164556664,0.9348985984900651,0.6564630777354523,0.3330343515391449,0.6001533925342528,2.2909371852874756,1.589682698249817,40.68705468273742,2.6167853652384565,-8.039114384486652,4.524909121762402,2.3138859272003174,1.5931940078735352,40.656346452611594,2.076293424865071,-9.163389103612019,3.3449900665094843,0.39641425013542175,0.06537042558193207,55.320323237069296,-4.679867390202276,-44.637175779608924,10.575218351492124
20,0,34.35040283203125,0.8226905350343998,0.07093714514728475,34.35040283203125,0.01515167485922575,5.147012845905408,7.954196317262699,1.7242668065746132,1.0498187343387144,1.5344031700951177,0.42174137227328856,0.7476574254038273,0.6182536541095942,34.35040283203125,0.8226905350343998,0.0708369514394496,34.35040283203125,0.01509885210543871,5.144647177696129,7.950923512685051,1.7574325297360338,1.02741873220981,1.5344031700951177,0.42174137227328856,0.7410647390149465,0.5347615591392127,33.14579772949219,0.8239262574310333,0.07030258499766215,33.20600128173828,0.016114458441734314,5.1322091208639335,7.673896541488716,1.6338916013956937,0.9637230427355803,1.4843466805152161,0.41122940400748575,0.6016915734587214,0.39366992169181003,2.3377583026885986,1.6014968156814575,40.62474015363421,0.20911982363350035,-5.339314866924099,3.6174259902951547,2.3402979373931885,1.602267861366272,40.61996649200351,0.19538336859653782,-5.428355766750485,4.181901082909435,0.0495898611843586,0.019567975774407387,61.68570481131525,-0.734928308010069,-60.95041186359725,16.78345065515868
21,1,35.28219985961914,0.8202937249666221,0.06889185580774365,35.28219985961914,0.0269311536103487,4.79466269181529,9.861705886830862,1.9397792114262506,0.6267840091410903,1.6955644793638385,0.06128886315542559,0.3948404474399392,0.516229363558125,35.196800231933594,0.8194592790387183,0.06832443257676903,35.28219985961914,0.026757022365927696,4.832036404612893,9.860321942405903,1.9348198517867639,0.6589383816425993,1.7079458065445579,0.11035876357561847,0.3564774546380021,0.4790737474242519,33.779598236083984,0.8190921228304406,0.06839118825100134,33.914798736572266,0.026950709521770477,4.7411215094431896,9.51313765864461,1.8803609778028372,0.5243281603423497,1.5667542008518467,0.15104381624104235,0.27292405443529855,0.4670405616885205,2.5841612815856934,1.6071951389312744,40.2413133284234,-4.64855853771661,2.5073807831866475,9.228633251343126,2.5809683799743652,1.600504994392395,40.23909456177067,-4.061873657482124,2.3277938930159507,8.847716933242786,1.3242465257644653,0.4829117953777313,46.22145034149781,3.8812054619033916,-24.958266750110568,36.28695634593812
22,0,36.71659851074219,0.7933958799372308,0.09041434342759841,38.28219985961914,0.030140891671180725,4.809291097274468,10.244426217117962,0.3829997930304204,0.36697855954929537,0.9768502715709815,2.38123769570268,2.428726558944148,0.8798755170615777,36.79280090332031,0.7914927715268272,0.0896798103569163,38.350399017333984,0.030136970803141594,4.824156753681109,10.289430103129348,0.4291805010694968,0.3047311221514519,1.2075808703394273,2.455797880837565,2.39821803057313,0.6739075726545707,35.572200775146484,0.7965677272879036,0.08764315047911589,36.219200134277344,0.029817717149853706,4.789447750597674,10.063874876158877,0.5528534239194682,0.43941385257522825,0.9943064221745317,2.009583624435436,1.94470220804005,0.6548552990139456,2.6700832843780518,1.6597115993499756,40.08845595408097,-3.4444203211474473,2.827848359993709,1.246053093727131,2.6596410274505615,1.6549077033996582,40.11181432847613,-3.733011339878999,3.250009495021459,0.9790975643528486,1.121914267539978,0.4273545742034912,46.851708576925105,-0.1947130498477918,-32.86382967388596,8.894438535186362
23,0,36.85300064086914,0.7641320993408349,0.1046674212663959,38.71659851074219,0.028192002326250076,5.036775198708767,10.341360699170593,0.247275777657624,0.21285569597512222,1.3665469332402722,1.9057901231099095,0.614747006825204,1.1084108694621477,36.85300064086914,0.7607696917238165,0.10177108995272655,38.71659851074219,0.028332369402050972,5.047273039117556,10.33440947784635,0.22760496694248694,0.23099593636823101,1.685121317449216,1.8530992872937304,0.7689541425114591,0.9779053833149192,35.79280090332031,0.768726280045276,0.0984086823357081,36.648399353027344,0.027395635843276978,4.803990685581766,10.318465082958426,0.2550052359387713,0.033783306170391825,0.9833402863133074,1.3957656713236588,0.6139159027896725,0.5614816428160907,2.5878849029541016,1.6257988214492798,40.62917044315972,-1.7142298435106795,-5.8975362329424,8.895273766644385,2.5668869018554688,1.6250466108322144,40.61596614290592,-1.5125265193841528,-4.977749414756886,8.522122359804802,1.4828002452850342,0.4834793508052826,46.24950984026066,-2.883985388750034,-12.731457686396766,20.3111936516647
24,0,38.22319793701172,0.7535498612697895,0.09897176432185409,39.14579772949219,0.042433056980371475,5.106671872761638,11.742411346946255,1.4027930933235506,0.15758742738142928,1.7181780152715191,-0.1577813379006443,2.093315932330258,0.0380655796380438,38.205997467041016,0.7522115227680757,0.09851477068712257,39.14579772949219,0.042692847549915314,5.124426750598957,11.716691771691274,1.3844338319589486,0.14596257395504608,1.635372174215206,-0.03538693113534919,1.889141385510646,0.5272895903437984,36.36759948730469,0.7559980414558511,0.09763342582014037,37.779598236083984,0.04239384084939957,4.972820299352804,11.546881915108088,1.239964254321345,0.15428667878694569,1.2580862705477784,-0.31543315540369576,1.7331147626300005,0.28571212009569535,2.467031240463257,1.6203746795654297,40.71019187561788,1.1290109418878274,-12.530730576160863,7.216875041086615,2.4683423042297363,1.6222180128097534,40.702193727926314,0.5843319459550571,-12.231307907185283,7.550558007640549,0.790459156036377,0.25732421875,49.33418590787781,3.931765364552973,-36.210674449747216,24.44847803343896
